loan_id,l_account_id,date,l_status_id,amount,duration,payments
4959,2,19940105,2,80952,24,3373
4961,19,19960429,1,30276,12,2523
4962,25,19971208,2,30276,12,2523
4967,37,19981014,3,318480,60,5308
4968,38,19980419,4,110736,48,2307
4973,67,19960502,2,165960,24,6915
4986,97,19970810,2,102876,12,8573
4988,103,19971206,3,265320,36,7370
4989,105,19981205,4,352704,48,7348
4990,110,19970908,4,162576,36,4516
4996,132,19961106,2,88440,12,7370
5002,173,19940531,2,104808,12,8734
5005,176,19970410,2,27456,12,2288
5015,226,19980712,4,109344,12,9112
5027,276,19981202,4,160920,36,4470
5032,290,19941103,2,123696,48,2577
5034,303,19980530,4,112752,36,3132
5036,309,19981125,4,91248,48,1901
5039,314,19970503,4,66840,24,2785
5041,319,19970711,4,369000,60,6150
5042,330,19980712,4,331584,48,6908
5043,339,19971225,4,468060,60,7801
5044,344,19941221,4,100980,60,1683
5045,347,19950501,1,187224,24,7801
5046,349,19980909,4,42816,12,3568
5051,378,19971011,4,230400,60,3840
5060,426,19940719,3,252060,60,4201
5061,440,19980313,4,84288,48,1756
5063,442,19970710,3,357840,48,7455
5072,472,19970428,3,196800,24,8200
5082,501,19961024,4,262980,60,4383
5086,525,19970716,4,210384,48,4383
5088,544,19960822,2,91152,24,3798
5103,666,19971128,2,12540,12,1045
5110,675,19970401,4,102240,60,1704
5117,718,19970820,2,76944,12,6412
5124,785,19980212,4,156096,36,4336
5125,789,19951123,4,73056,48,1522
5126,790,19940724,1,208128,48,4336
5128,808,19960411,3,215616,48,4492
5130,813,19940511,2,24312,12,2026
5131,816,19950108,2,48624,24,2026
5132,817,19950217,4,538500,60,8975
5134,825,19970202,2,53076,12,4423
5136,846,19960728,2,187104,24,7796
5138,854,19950530,4,87216,48,1817
5140,873,19980224,4,178500,60,2975
5145,915,19950916,4,309552,48,6449
5147,938,19980521,4,22260,60,371
5148,940,19960529,4,284280,60,4738
5151,960,19950524,4,189060,60,3151
5154,993,19980701,4,108720,60,1812
5158,1004,19980411,4,188532,36,5237
5160,1011,19951218,4,204000,60,3400
5161,1012,19941028,2,98184,24,4091
5169,1068,19980924,4,253200,60,4220
5170,1071,19940120,4,253200,60,4220
5172,1083,19980416,4,50976,36,1416
5174,1093,19970613,4,385104,48,8023
5176,1106,19941112,1,192552,24,8023
5189,1166,19940207,2,149040,48,3105
5206,1242,19970907,4,128544,24,5356
5207,1244,19970228,4,35904,48,748
5208,1247,19950316,3,99696,48,2077
5209,1250,19961125,4,182640,48,3805
5210,1252,19970401,4,148140,36,4115
5212,1256,19950529,2,71064,36,1974
5214,1270,19970701,4,74772,36,2077
5221,1284,19981205,4,52512,12,4376
5226,1318,19981011,4,185544,36,5154
5229,1329,19970906,2,23520,12,1960
5236,1374,19970915,4,389136,48,8107
5237,1375,19950829,2,45336,24,1889
5241,1389,19980902,4,125472,24,5228
5245,1407,19980117,4,125472,24,5228
5253,1447,19970603,4,100080,48,2085
5260,1480,19980119,4,123300,36,3425
5265,1498,19981007,4,165780,60,2763
5269,1527,19941119,1,164052,36,4557
5270,1528,19970721,4,191088,48,3981
5281,1580,19971127,4,194256,24,8094
5282,1583,19960824,3,388512,48,8094
5285,1603,19940206,2,78936,12,6578
5287,1638,19980126,4,64224,24,2676
5293,1656,19981029,4,189792,48,3954
5301,1698,19960706,4,141948,36,3943
5304,1718,19980820,4,172272,24,7178
5310,1762,19950428,2,248148,36,6893
5311,1766,19960615,4,30060,60,501
5312,1772,19960313,4,202788,36,5633
5313,1776,19980527,4,43200,24,1800
5314,1787,19930705,1,96396,12,8033
5316,1801,19930711,2,165960,36,4610
5318,1808,19980930,4,385584,48,8033
5319,1811,19940623,4,239460,60,3991
5320,1819,19980111,4,143676,36,3991
5325,1843,19930803,2,105804,36,2939
5329,1862,19961016,4,396120,60,6602
5332,1869,19980129,4,37944,36,1054
5334,1876,19980910,4,209040,24,8710
5337,1886,19960731,4,162468,36,4513
5338,1888,19970830,1,57360,12,4780
5343,1906,19971008,4,44952,24,1873
5346,1928,19981206,4,55632,24,2318
5350,1967,19960421,4,249312,48,5194
5351,1978,19941204,2,205200,36,5700
5352,1993,19950415,1,68400,12,5700
5354,2000,19980714,4,290820,60,4847
5358,2018,19970121,2,38520,12,3210
5360,2035,19980125,4,176328,36,4898
5363,2051,19970422,3,293880,60,4898
5365,2055,19980719,4,271260,60,4521
5366,2062,19961029,2,86184,12,7182
5367,2064,19970826,4,83628,36,2323
5368,2073,19981005,4,44640,24,1860
5369,2080,19970912,4,214596,36,5961
5375,2106,19961003,2,101520,12,8460
5377,2116,19970804,2,92400,12,7700
5382,2134,19970317,4,22932,36,637
5384,2142,19980307,4,23328,12,1944
5385,2143,19960909,4,71460,36,1985
5388,2153,19961128,2,61560,12,5130
5389,2165,19970822,4,78600,24,3275
5390,2167,19941030,2,170256,24,7094
5395,2176,19940730,1,299088,36,8308
5398,2187,19971104,2,53472,12,4456
5409,2218,19951118,4,182040,60,3034
5413,2227,19951212,2,92976,24,3874
5414,2228,19950329,4,185952,48,3874
5415,2236,19960926,3,139464,36,3874
5418,2245,19950116,4,347952,48,7249
5419,2246,19970205,4,415800,60,6930
5420,2247,19970224,4,72504,24,3021
5428,2262,19981202,4,230220,36,6395
5429,2268,19960718,4,20196,36,561
5435,2279,19980601,4,314688,48,6556
5445,2322,19960629,2,46320,24,1930
5446,2334,19970804,4,48312,24,2013
5447,2335,19971112,3,541200,60,9020
5449,2343,19951104,2,99336,24,4139
5450,2345,19941211,4,199680,60,3328
5451,2350,19970511,4,159744,48,3328
5452,2352,19960429,4,49440,60,824
5453,2361,19950401,2,156672,36,4352
5463,2413,19981006,4,17952,12,1496
5464,2419,19950130,2,95808,12,7984
5469,2445,19971226,4,293160,60,4886
5470,2456,19960415,4,200976,48,4187
5479,2486,19940110,2,24516,12,2043
5482,2496,19960112,4,165120,60,2752
5486,2516,19970613,4,466608,48,9721
5491,2545,19980213,4,428784,48,8933
5494,2572,19960613,4,360000,48,7500
5495,2580,19960802,4,89340,60,1489
5501,2622,19980521,4,136344,24,5681
5519,2694,19940308,2,91632,12,7636
5520,2699,19980830,4,231168,48,4816
5523,2705,19931208,2,93888,36,2608
5525,2720,19980427,4,93888,36,2608
5526,2725,19981108,4,69624,36,1934
5527,2728,19980615,4,156420,60,2607
5531,2753,19970930,4,66432,24,2768
5532,2754,19970504,4,335280,48,6985
5533,2762,19940705,2,111384,24,4641
5549,2824,19940716,4,50460,60,841
5556,2872,19970519,4,268320,60,4472
5561,2910,19980829,4,437460,60,7291
5563,2912,19960229,4,380160,60,6336
5568,2933,19940517,4,272520,60,4542
5569,2936,19980120,4,504000,60,8400
5576,2962,19941221,2,31248,12,2604
5582,2982,19980417,4,41256,12,3438
5584,2986,19971206,4,24792,24,1033
5585,2988,19980708,4,88608,12,7384
5586,2994,19960914,4,48744,36,1354
5589,3005,19980605,4,390000,48,8125
5591,3021,19961204,4,155616,48,3242
5593,3037,19960418,3,277884,36,7719
5595,3050,19940902,2,82896,12,6908
5599,3064,19950321,2,15420,12,1285
5606,3084,19960828,3,253512,36,7042
5610,3112,19960224,4,123216,48,2567
5611,3115,19961115,4,321180,60,5353
5614,3137,19980921,4,253560,60,4226
5616,3143,19980515,4,130896,24,5454
5620,3161,19980616,4,30012,12,2501
5624,3166,19950103,3,177744,48,3703
5625,3189,19961215,3,222180,60,3703
5634,3229,19970501,2,39024,12,3252
5635,3230,19961004,4,77184,36,2144
5638,3249,19970827,2,68124,12,5677
5643,3273,19970921,1,94512,12,7876
5644,3293,19981127,4,276084,36,7669
5651,3329,19971208,2,19248,12,1604
5656,3353,19970209,4,146064,24,6086
5657,3354,19940705,2,4980,12,415
5665,3390,19980311,4,40632,12,3386
5669,3403,19980627,4,71820,36,1995
5674,3418,19970610,4,207264,48,4318
5681,3448,19971020,4,68664,24,2861
5682,3455,19970307,2,67464,12,5622
5683,3460,19980529,4,140688,48,2931
5693,3489,19950801,2,44088,24,1837
5698,3556,19980922,4,174840,60,2914
5699,3562,19980524,4,174960,24,7290
5706,3608,19960524,4,161496,36,4486
5713,3629,19950530,4,158760,60,2646
5718,3637,19970901,2,14028,12,1169
5719,3664,19970920,4,271584,48,5658
5723,3674,19940910,2,23628,12,1969
5724,3678,19950205,3,316140,60,5269
5725,3679,19960723,4,444864,48,9268
5731,3711,19971105,3,460980,60,7683
5739,3747,19950102,2,76380,12,6365
5740,3752,19950402,2,18564,12,1547
5741,3754,19961103,2,68544,24,2856
5750,3804,19960208,2,63252,12,5271
5754,3834,19940928,2,23052,12,1921
5758,3859,19970502,3,307200,60,5120
5760,3862,19980918,4,74916,36,2081
5765,3875,19980210,4,153936,24,6414
5772,3906,19980308,4,334620,60,5577
5773,3907,19980316,4,133848,24,5577
5774,3916,19980712,4,96984,36,2694
5779,3942,19971014,4,107352,36,2982
5782,3953,19980104,4,63576,12,5298
5784,3967,19970329,3,84600,36,2350
5790,4033,19970320,4,84288,48,1756
5799,4052,19971228,4,106128,36,2948
5804,4079,19950405,4,158976,48,3312
5805,4081,19951128,1,137904,24,5746
5808,4099,19970731,4,41856,48,872
5815,4116,19980603,4,151200,36,4200
5817,4127,19970815,3,100800,24,4200
5823,4144,19980621,4,212976,36,5916
5830,4190,19970828,4,405780,60,6763
5836,4259,19940827,2,79632,24,3318
5837,4260,19940629,4,244560,60,4076
5841,4268,19981104,4,41988,12,3499
5850,4293,19970522,4,164196,36,4561
5856,4320,19970809,1,51360,12,4280
5861,4337,19941208,2,51408,24,2142
5862,4342,19971209,4,100128,24,4172
5865,4354,19981030,4,327660,60,5461
5868,4361,19970329,2,90156,12,7513
5876,4413,19950208,4,221280,48,4610
5877,4414,19950223,2,97224,24,4051
5878,4415,19970401,2,74040,12,6170
5880,4423,19951031,2,73836,36,2051
5882,4427,19940926,2,87816,12,7318
5886,4447,19961031,4,192744,36,5354
5887,4448,19941003,2,192744,36,5354
5889,4456,19980209,4,321240,60,5354
5892,4462,19960514,1,66480,24,2770
5893,4467,19980803,4,86184,36,2394
5895,4473,19970103,4,93960,60,1566
5897,4476,19960925,2,15192,24,633
5900,4503,19960101,4,135360,48,2820
5906,4533,19980505,4,81144,36,2254
5909,4550,19980103,4,61320,60,1022
5918,4576,19940604,2,300204,36,8339
5922,4580,19950805,2,20220,12,1685
5923,4585,19961010,4,64656,48,1347
5930,4616,19980112,4,66696,24,2779
5931,4618,19970317,3,66696,24,2779
5932,4626,19970618,2,33348,12,2779
5933,4631,19971213,4,87528,24,3647
5938,4650,19960825,4,402000,60,6700
5940,4660,19970528,4,106944,24,4456
5942,4681,19970315,4,162624,48,3388
5953,4715,19970314,4,97176,24,4049
5956,4725,19971104,4,168264,36,4674
5959,4727,19950811,2,107640,24,4485
5963,4746,19970907,4,204780,60,3413
5970,4774,19950709,4,465072,48,9689
5973,4784,19971124,4,219456,48,4572
5976,4794,19971227,3,465504,48,9698
5977,4803,19970225,4,59136,48,1232
5980,4825,19950818,2,21396,12,1783
5988,4851,19960822,2,141648,24,5902
5989,4852,19960304,4,213300,36,5925
5991,4858,19980727,3,335184,48,6983
5992,4863,19970318,2,76080,12,6340
5997,4894,19931104,2,117024,24,4876
5999,4907,19960103,4,98832,48,2059
6004,4937,19940723,2,143904,24,5996
6006,4948,19961115,4,359760,60,5996
6007,4949,19970830,4,289920,48,6040
6010,4969,19970306,4,150180,60,2503
6011,4981,19961128,4,179328,48,3736
6012,4994,19960803,4,258444,36,7179
6013,4995,19960203,3,128988,36,3583
6014,4999,19970518,4,165168,36,4588
6015,5001,19961109,2,110112,24,4588
6019,5033,19960725,2,11400,12,950
6027,5066,19960210,1,61656,24,2569
6028,5072,19970209,4,317520,60,5292
6037,5118,19970504,4,53232,48,1109
6038,5120,19940810,2,323472,48,6739
6043,5126,19960111,4,20352,48,424
6044,5133,19980127,4,57060,12,4755
6052,5164,19980323,4,22356,36,621
6054,5180,19980716,4,58764,12,4897
6055,5181,19970428,4,399120,60,6652
6059,5196,19971228,2,79824,12,6652
6063,5213,19960425,3,320976,48,6687
6064,5215,19940804,2,14628,12,1219
6066,5228,19940711,2,173808,24,7242
6072,5256,19940510,2,193968,36,5388
6073,5263,19961112,4,276300,60,4605
6075,5267,19971126,3,129312,24,5388
6076,5269,19970202,4,117420,60,1957
6077,5270,19931122,2,79608,24,3317
6078,5283,19980909,4,170832,48,3559
6083,5305,19980331,4,240528,48,5011
6087,5313,19940227,4,300660,60,5011
6088,5317,19970307,4,90180,36,2505
6095,5358,19970124,4,68340,60,1139
6097,5362,19970821,4,202848,48,4226
6103,5385,19940407,4,149340,60,2489
6104,5395,19970905,4,158184,36,4394
6109,5422,19960603,4,368880,60,6148
6111,5428,19930924,1,174744,24,7281
6112,5442,19940617,1,174744,24,7281
6113,5445,19971001,4,78696,36,2186
6118,5477,19971004,4,349392,48,7279
6120,5481,19940911,2,209184,48,4358
6130,5541,19960718,4,32640,48,680
6136,5572,19980419,4,140880,60,2348
6137,5574,19960410,2,44628,12,3719
6142,5591,19970121,4,221880,60,3698
6144,5593,19960809,2,44376,12,3698
6147,5602,19971228,4,177504,48,3698
6150,5622,19941102,2,83016,12,6918
6151,5628,19950425,4,225420,60,3757
6153,5632,19950725,4,285600,60,4760
6157,5650,19950710,2,98592,24,4108
6168,5698,19981121,4,99216,36,2756
6169,5700,19950316,3,103680,60,1728
6173,5724,19970108,4,232560,48,4845
6175,5735,19960221,3,290700,60,4845
6178,5742,19951216,4,232560,48,4845
6185,5774,19951128,2,31176,24,1299
6190,5794,19960506,4,123600,60,2060
6196,5837,19970914,4,177804,36,4939
6202,5891,19940418,2,65184,12,5432
6207,5912,19980623,4,184620,60,3077
6210,5927,19940606,1,87216,48,1817
6215,5944,19980618,4,78720,48,1640
6216,5952,19940930,2,141240,24,5885
6223,5991,19941103,2,61056,48,1272
6227,6030,19950304,2,28248,24,1177
6228,6034,19931201,1,464520,60,7742
6229,6040,19941002,2,11736,24,489
6232,6051,19940708,1,276660,36,7685
6234,6061,19980528,4,5148,12,429
6235,6062,19980419,4,321360,60,5356
6237,6075,19980106,3,407952,48,8499
6239,6083,19970928,3,360864,48,7518
6242,6097,19971022,4,26208,36,728
6244,6118,19950108,1,270648,36,7518
6249,6138,19970730,4,67608,24,2817
6253,6148,19941104,2,59760,24,2490
6254,6157,19971228,4,247920,48,5165
6255,6158,19970208,3,247920,48,5165
6272,6226,19941220,4,398640,60,6644
6278,6265,19970610,4,87360,24,3640
6279,6273,19940607,2,87360,24,3640
6283,6289,19960811,4,85632,48,1784
6294,6353,19950212,4,79920,60,1332
6296,6358,19960806,4,270384,48,5633
6297,6363,19941025,2,17508,12,1459
6302,6397,19960916,4,181020,60,3017
6303,6400,19960212,1,72408,24,3017
6306,6425,19941220,2,36684,12,3057
6309,6434,19961111,2,110136,24,4589
6310,6440,19970617,2,34572,12,2881
6312,6453,19980517,4,10944,36,304
6313,6461,19970615,4,150912,36,4192
6315,6472,19950206,2,43164,12,3597
6316,6473,19940526,1,76908,12,6409
6320,6495,19980428,4,104964,12,8747
6321,6505,19981008,4,38496,12,3208
6322,6510,19970506,4,76992,24,3208
6336,6555,19940331,2,212400,36,5900
6338,6592,19970824,4,390660,60,6511
6342,6609,19951112,1,60156,36,1671
6346,6649,19970522,4,100260,60,1671
6350,6678,19970709,4,294384,48,6133
6353,6686,19971225,4,116496,24,4854
6354,6688,19961023,4,22968,36,638
6355,6699,19970924,4,127200,48,2650
6356,6701,19931208,2,95400,36,2650
6357,6706,19980712,4,64860,60,1081
6358,6715,19950114,3,137880,60,2298
6362,6738,19951031,2,37908,12,3159
6377,6792,19970317,2,17184,12,1432
6386,6856,19970430,4,124344,36,3454
6399,6902,19971221,4,49320,36,1370
6402,6922,19981206,4,139488,24,5812
6403,6924,19951205,4,194880,48,4060
6407,6930,19940526,2,25944,24,1081
6415,6950,19970212,4,475680,48,9910
6421,6985,19960725,4,96768,36,2688
6435,7045,19970616,4,288720,48,6015
6436,7049,19980522,4,495180,60,8253
6437,7052,19971109,3,63972,36,1777
6442,7082,19980208,4,194160,48,4045
6450,7099,19980610,4,234336,48,4882
6456,7123,19931209,2,47016,12,3918
6460,7133,19941106,2,48672,36,1352
6461,7136,19960919,4,74124,36,2059
6464,7156,19980416,4,49488,24,2062
6468,7176,19971130,4,203940,60,3399
6469,7180,19981117,4,99744,24,4156
6470,7181,19980517,4,49872,12,4156
6471,7184,19960804,2,155640,24,6485
6474,7190,19950606,4,63360,60,1056
6486,7240,19980115,4,152160,60,2536
6490,7262,19970210,4,73260,60,1221
6495,7274,19980312,4,49044,12,4087
6499,7401,19940105,2,80952,24,3373
6501,7418,19960429,1,30276,12,2523
6502,7424,19971208,2,30276,12,2523
6508,7437,19980419,4,110736,48,2307
6509,7445,19940315,2,55368,24,2307
6512,7454,19940526,2,63312,48,1319
6520,7485,19940316,2,91200,24,3800
6526,7523,19950103,2,288468,36,8013
6534,7542,19971019,4,590820,60,9847
6535,7546,19951102,2,41952,12,3496
6539,7559,19980711,4,12792,12,1066
6540,7562,19951231,4,309600,48,6450
6541,7565,19970817,4,153504,48,3198
6544,7594,19971211,4,130464,48,2718
6545,7606,19951212,4,191880,60,3198
6546,7607,19950327,2,31728,24,1322
6550,7614,19960518,4,320592,48,6679
6552,7632,19980108,4,170448,48,3551
6553,7636,19980126,4,42384,12,3532
6554,7637,19970129,4,390096,48,8127
6562,7674,19970321,4,94488,24,3937
6568,7713,19980225,4,220440,60,3674
6569,7721,19980528,4,45456,12,3788
6571,7733,19980512,4,140064,24,5836
6574,7745,19971220,4,77544,36,2154
6577,7753,19940311,2,51696,24,2154
6578,7765,19951211,2,27984,12,2332
6580,7769,19940522,2,196080,48,4085
6585,7795,19961029,4,372120,60,6202
6589,7815,19960101,2,189696,24,7904
6591,7819,19950202,4,20832,48,434
6594,7824,19940928,1,189696,24,7904
6596,7844,19940625,2,91584,24,3816
6598,7857,19950118,2,68112,12,5676
6599,7859,19961119,2,72120,12,6010
6600,7861,19951008,2,21852,36,607
6605,7890,19971014,4,79344,48,1653
6607,7894,19971021,4,153144,36,4254
6612,7907,19970831,2,97392,12,8116
6613,7926,19960922,2,84120,24,3505
6621,7957,19970614,2,42900,12,3575
6624,7965,19940930,2,71460,12,5955
6625,7966,19970907,3,473280,60,7888
6632,7990,19980423,4,144960,48,3020
6633,7997,19980205,4,160656,24,6694
6641,8026,19970909,4,128268,36,3563
6642,8027,19940605,2,77640,12,6470
6643,8038,19980118,4,35856,24,1494
6644,8039,19961020,2,93600,24,3900
6645,8041,19941106,2,140400,36,3900
6647,8051,19940601,2,208320,48,4340
6650,8073,19940217,1,49320,12,4110
6655,8085,19971017,3,260400,60,4340
6659,8092,19960220,4,56100,60,935
6660,8094,19970509,4,220428,36,6123
6665,8114,19970815,4,99300,60,1655
6667,8127,19960715,2,155880,24,6495
6668,8129,19940730,2,74736,36,2076
6675,8158,19971101,4,238716,36,6631
6676,8159,19950613,2,29784,24,1241
6677,8169,19970812,4,97980,60,1633
6678,8173,19940520,2,80340,12,6695
6682,8225,19980330,3,36204,12,3017
6686,8260,19940825,2,224604,36,6239
6687,8261,19930913,2,87840,24,3660
6688,8268,19970926,4,8616,24,359
6694,8316,19950319,2,134784,24,5616
6695,8320,19970604,4,309660,60,5161
6696,8321,19940509,4,89040,60,1484
6698,8327,19960310,4,247728,48,5161
6699,8330,19940330,2,7656,24,319
6704,8377,19950601,4,417060,60,6951
6705,8381,19970725,3,333648,48,6951
6712,8405,19951014,4,266220,60,4437
6715,8411,19960506,4,220620,60,3677
6721,8475,19940121,2,21072,24,878
6725,8489,19950623,2,265320,36,7370
6726,8492,19950903,4,85860,60,1431
6727,8505,19971210,2,42840,12,3570
6729,8519,19940811,2,74688,12,6224
6730,8523,19980215,4,93036,12,7753
6732,8533,19960919,4,174048,48,3626
6734,8547,19960530,4,173016,36,4806
6736,8558,19940614,4,288360,60,4806
6737,8564,19950311,2,76680,24,3195
6738,8566,19940929,1,230220,36,6395
6745,8625,19950410,2,47304,24,1971
6746,8639,19980606,4,185640,60,3094
6748,8645,19981208,4,240900,60,4015
6751,8680,19960714,4,85716,36,2381
6753,8688,19970320,2,67980,12,5665
6755,8713,19980724,4,170700,60,2845
6758,8742,19970729,2,33144,12,2762
6763,8772,19970619,4,88272,48,1839
6764,8776,19950826,4,33984,48,708
6766,8784,19980428,4,74352,24,3098
6785,8899,19951225,4,125340,60,2089
6790,8919,19980608,4,76104,24,3171
6791,8926,19980123,4,566640,60,9444
6793,8931,19970130,4,186300,60,3105
6805,8972,19961221,4,45024,48,938
6808,8982,19941012,2,227880,36,6330
6810,9006,19960608,4,186384,48,3883
6816,9017,19960326,3,100224,48,2088
6817,9024,19961004,4,70656,48,1472
6818,9030,19961212,4,155616,48,3242
6819,9031,19970503,4,50112,24,2088
6820,9034,19931216,2,38148,12,3179
6821,9037,19980915,4,321936,48,6707
6824,9052,19970226,3,71976,24,2999
6836,9093,19940803,4,189300,60,3155
6841,9104,19940807,2,172080,48,3585
6851,9138,19970603,3,272220,60,4537
6852,9140,19981110,4,16032,48,334
6855,9153,19980301,4,52236,36,1451
6856,9156,19981201,4,163332,36,4537
6857,9159,19980608,4,69600,48,1450
6859,9167,19980307,4,272220,60,4537
6861,9179,19980228,4,215040,60,3584
6863,9188,19930728,2,127080,60,2118
6865,9199,19960911,1,29448,12,2454
6866,9201,19980205,4,122472,24,5103
6868,9208,19981012,4,82128,24,3422
6871,9225,19970413,4,164256,48,3422
6872,9227,19980429,4,191580,60,3193
6875,9235,19970313,4,83280,48,1735
6876,9236,19931221,2,86616,12,7218
6877,9241,19970619,4,285240,60,4754
6878,9242,19970124,2,23184,12,1932
6887,9263,19970508,2,39576,12,3298
6888,9265,19940711,2,39576,12,3298
6895,9307,19940919,2,41904,12,3492
6903,9337,19940604,2,52128,24,2172
6908,9353,19970608,4,188616,24,7859
6913,9377,19970429,4,99936,24,4164
6919,9403,19940805,2,120888,36,3358
6921,9422,19961029,2,86184,12,7182
6922,9424,19970826,4,83628,36,2323
6923,9433,19981005,4,44640,24,1860
6926,9455,19980207,4,374760,60,6246
6929,9472,19950508,2,36396,12,3033
6932,9491,19980625,4,225504,48,4698
6933,9493,19950909,4,188688,48,3931
6934,9494,19970209,2,116832,12,9736
6938,9504,19970310,4,341280,60,5688
6940,9510,19961122,4,228276,36,6341
6942,9513,19970716,2,18324,12,1527
6944,9548,19961115,4,46176,48,962
6948,9560,19980315,4,157068,36,4363
6949,9583,19951212,2,104712,24,4363
6950,9591,19950411,2,104712,24,4363
6955,9627,19951122,4,244368,48,5091
6956,9631,19971109,4,59448,24,2477
6959,9633,19970630,3,59448,24,2477
6960,9640,19950111,2,76416,24,3184
6961,9645,19960606,4,176148,36,4893
6962,9646,19980402,4,279072,48,5814
6965,9656,19950613,2,139536,24,5814
6969,9673,19980912,4,88200,36,2450
6970,9677,19970617,4,31620,60,527
6984,9730,19970815,4,116040,60,1934
6985,9731,19951122,2,113796,36,3161
6986,9750,19950211,3,151728,48,3161
6992,9790,19960727,4,133968,48,2791
6995,9814,19960926,2,96168,12,8014
6996,9828,19950413,2,126600,24,5275
6998,9833,19940521,2,97632,12,8136
7001,9859,19970810,4,300600,60,5010
7004,9869,19950315,4,331560,60,5526
7008,9897,19950922,2,36168,12,3014
7013,9928,19960802,4,89340,60,1489
7034,10001,19960711,4,19044,36,529
7035,10005,19980729,4,210744,36,5854
7036,10019,19960925,4,194940,36,5415
7037,10022,19980103,4,218064,48,4543
7046,10049,19970328,2,91632,12,7636
7049,10063,19970624,4,233424,36,6484
7050,10065,19970923,4,311232,48,6484
7051,10068,19970728,2,77808,12,6484
7055,10079,19940406,4,167100,60,2785
7057,10093,19951020,2,231696,36,6436
7061,10105,19940827,2,121896,24,5079
7066,10131,19940502,1,215388,36,5983
7067,10134,19980111,4,136368,24,5682
7072,10148,19980127,4,22104,12,1842
7085,10202,19970619,4,305424,48,6363
7087,10215,19970220,4,44304,24,1846
7088,10233,19970503,4,239160,60,3986
7091,10243,19980922,4,113436,36,3151
7096,10257,19980902,4,37812,12,3151
7097,10266,19931223,1,75624,24,3151
7100,10280,19971231,4,348120,60,5802
7101,10297,19961118,4,421008,48,8771
7104,10320,19931213,2,259740,60,4329
7110,10345,19980121,4,31260,12,2605
7115,10351,19970304,4,88704,48,1848
7119,10361,19970602,2,86880,12,7240
7121,10364,19931110,2,21924,36,609
7122,10365,19970104,3,260640,36,7240
7129,10404,19980301,4,194280,60,3238
7130,10411,19961211,2,123408,24,5142
7136,10436,19960928,4,54396,36,1511
7137,10439,19940603,2,151560,24,6315
7138,10440,19950703,4,60000,60,1000
7139,10445,19980122,4,23412,12,1951
7142,10451,19941219,3,482940,60,8049
7147,10478,19980102,4,267600,48,5575
7151,10493,19980218,4,133800,24,5575
7154,10520,19961205,4,417600,60,6960
7164,10613,19980815,4,249792,48,5204
7166,10630,19950624,2,198240,24,8260
7167,10644,19980618,4,269964,36,7499
7168,10645,19980705,4,208332,36,5787
7171,10650,19980224,4,196224,48,4088
7172,10652,19980507,4,45720,12,3810
7176,10663,19951028,2,260028,36,7223
7181,10679,19971002,4,197808,24,8242
7187,10711,19971224,4,24180,60,403
7189,10728,19960321,4,154656,48,3222
7192,10738,19941221,2,115992,36,3222
7194,10762,19960917,4,68832,36,1912
7195,10774,19980423,4,339168,48,7066
7198,10788,19940823,2,45768,12,3814
7199,10789,19971209,2,45768,12,3814
7200,10799,19980711,4,31140,60,519
7201,10807,19970307,2,67464,12,5622
7202,10812,19980529,4,140688,48,2931
7209,10857,19971130,3,385560,60,6426
7213,10884,19960213,4,113544,36,3154
7219,10905,19970823,4,57120,48,1190
7220,10911,19940728,2,131292,36,3647
7221,10915,19980611,4,152460,60,2541
7226,10940,19940223,2,197748,36,5493
7227,10942,19951002,4,314520,60,5242
7230,10954,19970402,4,18720,60,312
7233,10963,19961225,4,115812,36,3217
7235,10973,19931013,2,154416,48,3217
7240,11013,19930906,2,274740,60,4579
7241,11021,19950304,1,168984,24,7041
7242,11027,19971023,4,48096,24,2004
7243,11042,19951204,2,217152,36,6032
7246,11054,19960820,4,148920,60,2482
7249,11065,19940612,2,69360,48,1445
7250,11069,19970304,4,119136,48,2482
7253,11079,19970426,2,98304,12,8192
7255,11096,19970609,4,213300,60,3555
7259,11111,19940131,2,108144,36,3004
7262,11135,19940301,2,182628,36,5073
7263,11138,19960119,2,89880,24,3745
7264,11141,19971007,2,44940,12,3745
7271,11186,19961002,4,392460,60,6541
7277,11231,19971024,2,89280,12,7440
7279,11244,19971211,4,155760,24,6490
7284,11265,19930915,2,52788,12,4399
7286,11271,19970131,4,67320,36,1870
7292,11317,19981122,4,317460,60,5291
7294,11327,19980927,4,39168,24,1632
7295,11328,19980718,4,280440,60,4674
7304,11349,19951029,4,419880,60,6998
7305,11359,19960806,2,54024,12,4502
7308,11362,19961227,2,129408,24,5392
